variant,band_name,count,frequency
HHO,b53,9,0.3
HHO,b38,5,0.167
HHO,b42,5,0.167
HHO,b23,5,0.167
HHO,b49,5,0.167
HHO,b44,4,0.133
HHO,b107,4,0.133
HHO,b48,4,0.133
HHO,b95,4,0.133
HHO,b100,3,0.1
HHO,b22,3,0.1
HHO,b32,3,0.1
HHO,b40,3,0.1
HHO,b29,3,0.1
HHO,b39,3,0.1
HHO,b105,3,0.1
HHO,b51,2,0.067
HHO,b43,2,0.067
HHO,b34,2,0.067
HHO,b47,2,0.067
HHO,b72,2,0.067
HHO,b106,2,0.067
HHO,b71,2,0.067
HHO,b15,2,0.067
HHO,b28,2,0.067
HHO,b56,2,0.067
HHO,b101,2,0.067
HHO,b99,2,0.067
HHO,b30,2,0.067
HHO,b67,1,0.033
HHO,b83,1,0.033
HHO,b50,1,0.033
HHO,b69,1,0.033
HHO,b27,1,0.033
HHO,b21,1,0.033
HHO,b104,1,0.033
HHO,b103,1,0.033
HHO,b65,1,0.033
HHO,b45,1,0.033
HHO,b102,1,0.033
HHO,b35,1,0.033
HHO,b94,1,0.033
HHO,b26,1,0.033
HHO,b57,1,0.033
HHO,b17,1,0.033
HHO,b36,1,0.033
HHO,b70,1,0.033
HHO,b79,1,0.033
HHO,b96,1,0.033
HHO,b97,1,0.033
HHO,b110,1,0.033
HHO,b81,1,0.033
HHO,b63,1,0.033
+SCI,b53,6,0.2
+SCI,b62,5,0.167
+SCI,b23,5,0.167
+SCI,b99,5,0.167
+SCI,b49,4,0.133
+SCI,b104,3,0.1
+SCI,b32,3,0.1
+SCI,b22,3,0.1
+SCI,b21,3,0.1
+SCI,b29,3,0.1
+SCI,b42,3,0.1
+SCI,b63,3,0.1
+SCI,b107,3,0.1
+SCI,b70,2,0.067
+SCI,b41,2,0.067
+SCI,b40,2,0.067
+SCI,b48,2,0.067
+SCI,b109,2,0.067
+SCI,b100,2,0.067
+SCI,b33,2,0.067
+SCI,b39,2,0.067
+SCI,b47,2,0.067
+SCI,b31,2,0.067
+SCI,b103,2,0.067
+SCI,b45,2,0.067
+SCI,b55,2,0.067
+SCI,b106,2,0.067
+SCI,b65,2,0.067
+SCI,b98,2,0.067
+SCI,b52,2,0.067
+SCI,b28,2,0.067
+SCI,b72,1,0.033
+SCI,b30,1,0.033
+SCI,b91,1,0.033
+SCI,b24,1,0.033
+SCI,b102,1,0.033
+SCI,b108,1,0.033
+SCI,b51,1,0.033
+SCI,b95,1,0.033
+SCI,b111,1,0.033
+SCI,b36,1,0.033
+SCI,b18,1,0.033
+SCI,b50,1,0.033
+SCI,b35,1,0.033
+SCI,b69,1,0.033
+SCI,b27,1,0.033
+SCI,b54,1,0.033
+SCI,b43,1,0.033
+SCI,b44,1,0.033
+SCI,b97,1,0.033
+SCI,b34,1,0.033
+SCI,b71,1,0.033
+SCI,b105,1,0.033
+SCI,b57,1,0.033
+SCI+SDGE,b49,4,0.133
+SCI+SDGE,b106,4,0.133
+SCI+SDGE,b24,4,0.133
+SCI+SDGE,b53,4,0.133
+SCI+SDGE,b107,4,0.133
+SCI+SDGE,b104,4,0.133
+SCI+SDGE,b96,4,0.133
+SCI+SDGE,b48,3,0.1
+SCI+SDGE,b21,3,0.1
+SCI+SDGE,b23,3,0.1
+SCI+SDGE,b22,3,0.1
+SCI+SDGE,b38,2,0.067
+SCI+SDGE,b54,2,0.067
+SCI+SDGE,b52,2,0.067
+SCI+SDGE,b45,2,0.067
+SCI+SDGE,b99,2,0.067
+SCI+SDGE,b63,2,0.067
+SCI+SDGE,b55,2,0.067
+SCI+SDGE,b70,2,0.067
+SCI+SDGE,b40,2,0.067
+SCI+SDGE,b42,2,0.067
+SCI+SDGE,b25,2,0.067
+SCI+SDGE,b103,2,0.067
+SCI+SDGE,b57,2,0.067
+SCI+SDGE,b47,2,0.067
+SCI+SDGE,b18,2,0.067
+SCI+SDGE,b29,2,0.067
+SCI+SDGE,b56,2,0.067
+SCI+SDGE,b34,2,0.067
+SCI+SDGE,b62,2,0.067
+SCI+SDGE,b109,1,0.033
+SCI+SDGE,b33,1,0.033
+SCI+SDGE,b100,1,0.033
+SCI+SDGE,b28,1,0.033
+SCI+SDGE,b72,1,0.033
+SCI+SDGE,b80,1,0.033
+SCI+SDGE,b67,1,0.033
+SCI+SDGE,b77,1,0.033
+SCI+SDGE,b39,1,0.033
+SCI+SDGE,b20,1,0.033
+SCI+SDGE,b111,1,0.033
+SCI+SDGE,b64,1,0.033
+SCI+SDGE,b41,1,0.033
+SCI+SDGE,b78,1,0.033
+SCI+SDGE,b95,1,0.033
+SCI+SDGE,b17,1,0.033
+SCI+SDGE,b26,1,0.033
+SCI+SDGE,b43,1,0.033
+SCI+SDGE,b50,1,0.033
+SCI+SDGE+RSC,b24,5,0.167
+SCI+SDGE+RSC,b38,5,0.167
+SCI+SDGE+RSC,b47,4,0.133
+SCI+SDGE+RSC,b53,4,0.133
+SCI+SDGE+RSC,b49,4,0.133
+SCI+SDGE+RSC,b48,3,0.1
+SCI+SDGE+RSC,b71,3,0.1
+SCI+SDGE+RSC,b56,3,0.1
+SCI+SDGE+RSC,b106,3,0.1
+SCI+SDGE+RSC,b29,3,0.1
+SCI+SDGE+RSC,b107,3,0.1
+SCI+SDGE+RSC,b33,2,0.067
+SCI+SDGE+RSC,b100,2,0.067
+SCI+SDGE+RSC,b28,2,0.067
+SCI+SDGE+RSC,b21,2,0.067
+SCI+SDGE+RSC,b15,2,0.067
+SCI+SDGE+RSC,b57,2,0.067
+SCI+SDGE+RSC,b42,2,0.067
+SCI+SDGE+RSC,b23,2,0.067
+SCI+SDGE+RSC,b67,2,0.067
+SCI+SDGE+RSC,b25,2,0.067
+SCI+SDGE+RSC,b34,2,0.067
+SCI+SDGE+RSC,b95,2,0.067
+SCI+SDGE+RSC,b110,2,0.067
+SCI+SDGE+RSC,b44,2,0.067
+SCI+SDGE+RSC,b51,2,0.067
+SCI+SDGE+RSC,b70,2,0.067
+SCI+SDGE+RSC,b43,2,0.067
+SCI+SDGE+RSC,b55,2,0.067
+SCI+SDGE+RSC,b69,1,0.033
+SCI+SDGE+RSC,b109,1,0.033
+SCI+SDGE+RSC,b22,1,0.033
+SCI+SDGE+RSC,b46,1,0.033
+SCI+SDGE+RSC,b52,1,0.033
+SCI+SDGE+RSC,b39,1,0.033
+SCI+SDGE+RSC,b79,1,0.033
+SCI+SDGE+RSC,b83,1,0.033
+SCI+SDGE+RSC,b41,1,0.033
+SCI+SDGE+RSC,b105,1,0.033
+SCI+SDGE+RSC,b32,1,0.033
+SCI+SDGE+RSC,b103,1,0.033
+SCI+SDGE+RSC,b26,1,0.033
+SCI+SDGE+RSC,b63,1,0.033
+SCI+SDGE+RSC,b35,1,0.033
+SCI+SDGE+RSC,b101,1,0.033
+SCI+SDGE+RSC,b65,1,0.033
+SCI+SDGE+RSC,b96,1,0.033
+SCI+SDGE+RSC,b98,1,0.033
+SCI+SDGE+RSC,b104,1,0.033
+SCI+SDGE+RSC,b40,1,0.033
+SCI+SDGE+RSC,b62,1,0.033
+SCI+SDGE+RSC,b99,1,0.033
+SCI+SDGE+RSC,b18,1,0.033
SSAHHO,b49,8,0.267
SSAHHO,b38,6,0.2
SSAHHO,b24,5,0.167
SSAHHO,b42,5,0.167
SSAHHO,b71,4,0.133
SSAHHO,b30,4,0.133
SSAHHO,b55,4,0.133
SSAHHO,b107,4,0.133
SSAHHO,b62,4,0.133
SSAHHO,b53,4,0.133
SSAHHO,b110,3,0.1
SSAHHO,b99,3,0.1
SSAHHO,b57,3,0.1
SSAHHO,b27,3,0.1
SSAHHO,b28,2,0.067
SSAHHO,b21,2,0.067
SSAHHO,b39,2,0.067
SSAHHO,b43,2,0.067
SSAHHO,b23,2,0.067
SSAHHO,b47,2,0.067
SSAHHO,b25,2,0.067
SSAHHO,b106,2,0.067
SSAHHO,b105,2,0.067
SSAHHO,b96,2,0.067
SSAHHO,b70,1,0.033
SSAHHO,b22,1,0.033
SSAHHO,b18,1,0.033
SSAHHO,b52,1,0.033
SSAHHO,b95,1,0.033
SSAHHO,b45,1,0.033
SSAHHO,b80,1,0.033
SSAHHO,b83,1,0.033
SSAHHO,b54,1,0.033
SSAHHO,b31,1,0.033
SSAHHO,b26,1,0.033
SSAHHO,b51,1,0.033
SSAHHO,b32,1,0.033
SSAHHO,b100,1,0.033
SSAHHO,b69,1,0.033
SSAHHO,b65,1,0.033
SSAHHO,b97,1,0.033
SSAHHO,b14,1,0.033
SSAHHO,b104,1,0.033
SSAHHO,b17,1,0.033
