variant,band_name,count,frequency
HHO,b53,10,0.333
HHO,b107,7,0.233
HHO,b38,5,0.167
HHO,b40,5,0.167
HHO,b49,5,0.167
HHO,b42,5,0.167
HHO,b23,5,0.167
HHO,b105,4,0.133
HHO,b106,4,0.133
HHO,b56,3,0.1
HHO,b99,3,0.1
HHO,b96,3,0.1
HHO,b39,3,0.1
HHO,b17,2,0.067
HHO,b43,2,0.067
HHO,b47,2,0.067
HHO,b72,2,0.067
HHO,b22,2,0.067
HHO,b95,2,0.067
HHO,b100,2,0.067
HHO,b65,2,0.067
HHO,b32,2,0.067
HHO,b29,2,0.067
HHO,b34,1,0.033
HHO,b15,1,0.033
HHO,b28,1,0.033
HHO,b44,1,0.033
HHO,b45,1,0.033
HHO,b57,1,0.033
HHO,b55,1,0.033
HHO,b71,1,0.033
HHO,b102,1,0.033
HHO,b21,1,0.033
HHO,b20,1,0.033
HHO,b104,1,0.033
HHO,b103,1,0.033
HHO,b52,1,0.033
HHO,b94,1,0.033
HHO,b51,1,0.033
HHO,b26,1,0.033
HHO,b36,1,0.033
HHO,b70,1,0.033
HHO,b111,1,0.033
HHO,b31,1,0.033
HHO,b24,1,0.033
HHO,b69,1,0.033
HHO,b98,1,0.033
HHO,b37,1,0.033
+SCI,b53,7,0.233
+SCI,b99,6,0.2
+SCI,b70,5,0.167
+SCI,b49,5,0.167
+SCI,b23,5,0.167
+SCI,b62,4,0.133
+SCI,b29,4,0.133
+SCI,b40,3,0.1
+SCI,b100,3,0.1
+SCI,b104,3,0.1
+SCI,b21,3,0.1
+SCI,b42,3,0.1
+SCI,b31,3,0.1
+SCI,b63,3,0.1
+SCI,b107,3,0.1
+SCI,b98,3,0.1
+SCI,b18,3,0.1
+SCI,b28,2,0.067
+SCI,b38,2,0.067
+SCI,b22,2,0.067
+SCI,b55,2,0.067
+SCI,b44,2,0.067
+SCI,b105,2,0.067
+SCI,b41,1,0.033
+SCI,b48,1,0.033
+SCI,b32,1,0.033
+SCI,b47,1,0.033
+SCI,b24,1,0.033
+SCI,b102,1,0.033
+SCI,b17,1,0.033
+SCI,b95,1,0.033
+SCI,b39,1,0.033
+SCI,b64,1,0.033
+SCI,b34,1,0.033
+SCI,b111,1,0.033
+SCI,b36,1,0.033
+SCI,b73,1,0.033
+SCI,b96,1,0.033
+SCI,b77,1,0.033
+SCI,b26,1,0.033
+SCI,b46,1,0.033
+SCI,b69,1,0.033
+SCI,b27,1,0.033
+SCI,b65,1,0.033
+SCI,b54,1,0.033
+SCI,b103,1,0.033
+SCI,b43,1,0.033
+SCI,b71,1,0.033
+SCI,b45,1,0.033
+SCI,b84,1,0.033
+SCI,b57,1,0.033
+SCI,b110,1,0.033
+SCI,b14,1,0.033
+SCI+SDGE,b104,5,0.167
+SCI+SDGE,b62,4,0.133
+SCI+SDGE,b38,4,0.133
+SCI+SDGE,b18,4,0.133
+SCI+SDGE,b107,4,0.133
+SCI+SDGE,b48,3,0.1
+SCI+SDGE,b63,3,0.1
+SCI+SDGE,b24,3,0.1
+SCI+SDGE,b53,3,0.1
+SCI+SDGE,b39,3,0.1
+SCI+SDGE,b96,3,0.1
+SCI+SDGE,b23,3,0.1
+SCI+SDGE,b45,3,0.1
+SCI+SDGE,b99,2,0.067
